NUMERO_CASO;NUMERO_BANCO;NOME_BANCO;CNPJ_OU_COMPE_BANCO;NUMERO_AGENCIA;NUMERO_CONTA;TIPO;NOME_TITULAR;CPF_CNPJ_TITULAR;DESCRICAO_LANCAMENTO;CNAB;DATA_LANCAMENTO;NUMERO_DOCUMENTO;NUMERO_DOCUMENTO_TRANSACAO;LOCAL_TRANSACAO;VALOR_TRANSACAO;NATUREZA_LANCAMENTO;VALOR_SALDO;NATUREZA_SALDO;CPF_CNPJ_OD;NOME_PESSOA_OD;TIPO_PESSOA_OD;NUMERO_BANCO_OD;NUMERO_AGENCIA_OD;NUMERO_CONTA_OD;CODIGO_BARRAS;OBSERVACAO;NOME_ENDOSSANTE_CHEQUE;DOC_ENDOSSANTE_CHEQUE
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;07/05/2012;"""5962""";"""5962""";0;10;D;444,46;D;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;07/05/2012;"""5962""";"""5962""";0;2;D;446,46;D;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia de Cr¿dito";213;07/05/2012;"""8283""";"""8283""";0;1326;C;879,54;C;01.415.238/1110-58;"TRANSPORTES PA";2;1;4546;"""84830""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Saque;114;08/05/2012;"""74338""";"""74338""";0;,44;D;879,1;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Saque;114;08/05/2012;"""74338""";"""74338""";0;677;D;202,1;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Saque;114;08/05/2012;"""74338""";"""74338""";0;192,56;D;9,54;C;;;;1;0;;;SAQUE;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Juros;205;23/05/2012;"""0""";"""0""";0;,04;C;9,58;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;"Tarifa Transf Recursos(E/I)";105;28/05/2012;"""4546""";"""4546""";0;1,1;D;8,48;C;;"RECEITA DE TAR";2;1;4546;"""1579992059""";;"TARIFAS POR UTILIZACAO";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Juros;205;22/06/2012;"""0""";"""0""";0;,04;C;8,52;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Juros;205;23/07/2012;"""0""";"""0""";0;,04;C;8,56;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Juros;205;23/08/2012;"""0""";"""0""";0;,04;C;8,6;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Juros;205;21/09/2012;"""0""";"""0""";0;,04;C;8,64;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;Juros;205;23/10/2012;"""0""";"""0""";0;,04;C;8,68;C;;"POUPANCA OURO-";2;1;4546;"""6555002055""";;"CREDITO/ESTORNO DE JUROS";;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""500019647""";2;"BETO BARBOSA";552.296.460-04;"Transfer?ncia Para Conta";117;24/10/2012;"""5962""";"""5962""";0;7,89;D;,79;C;552.296.460-04;"BETO BARBOSA";1;1;4546;"""19641""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/01/2009;"""138000000000""";"""138000000000""";0;637;D;1;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/01/2009;"""138010000000""";"""138010000000""";0;800;C;1;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/01/2009;"""138020000000""";"""138020000000""";0;162;D;1;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/02/2009;"""138030000000""";"""138030000000""";0;637;D;3;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/02/2009;"""138040000000""";"""138040000000""";0;800;C;3;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/02/2009;"""138050000000""";"""138050000000""";0;163;D;3;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/03/2009;"""138060000000""";"""138060000000""";0;637;D;4;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/03/2009;"""138070000000""";"""138070000000""";0;800;C;4;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/03/2009;"""138080000000""";"""138080000000""";0;162;D;4;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/04/2009;"""138090000000""";"""138090000000""";0;637;D;5;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/04/2009;"""138100000000""";"""138100000000""";0;800;C;5;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/04/2009;"""138110000000""";"""138110000000""";0;162;D;5;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/05/2009;"""138120000000""";"""138120000000""";0;637;D;16;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/05/2009;"""138130000000""";"""138130000000""";0;800;C;16;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/05/2009;"""138140000000""";"""138140000000""";0;152;D;16;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/06/2009;"""138150000000""";"""138150000000""";0;637;D;17;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/06/2009;"""138160000000""";"""138160000000""";0;800;C;17;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/06/2009;"""138170000000""";"""138170000000""";0;162;D;17;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/07/2009;"""138180000000""";"""138180000000""";0;637;D;28;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/07/2009;"""138190000000""";"""138190000000""";0;800;C;28;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/07/2009;"""138200000000""";"""138200000000""";0;152;D;28;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/08/2009;"""138210000000""";"""138210000000""";0;637;D;29;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/08/2009;"""138220000000""";"""138220000000""";0;800;C;29;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/08/2009;"""138230000000""";"""138230000000""";0;162;D;29;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"PAG BOLETO";112;02/09/2009;"""138240000000""";"""138240000000""";0;637;D;10;C;;;;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"DEPOSITO EM DINHEIRO";201;02/09/2009;"""138250000000""";"""138250000000""";0;780;C;10;C;490.637.660-68;;1;0;0;"""0""";;;;
009-MPRS-000451-59;41;"TESTE - BANCO BANRISUL  S.A.";00.000.041/xxxx-xx;15;"""3500012345""";1;"CESIO LAZARO";490.637.660-68;"ENERGIA ELETR.";112;02/09/2009;"""138260000000""";"""138260000000""";0;162;D;10;C;;;1;0;0;"""0""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;05/01/2009;"""137010000000""";"""13713701""";0;5200;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;05/01/2009;"""137010000000""";"""137010000000""";0;5000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;06/01/2009;"""137010000000""";"""137010000000""";0;5000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;06/01/2009;"""137010000000""";"""137010000000""";0;4800;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;05/02/2009;"""137020000000""";"""13713702""";0;5220;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;05/02/2009;"""137020000000""";"""137020000000""";0;5200;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;06/02/2009;"""137020000000""";"""137020000000""";0;5200;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;06/02/2009;"""137020000000""";"""137020000000""";0;4800;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;05/03/2009;"""137030000000""";"""137030000000""";0;5000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;05/03/2009;"""137030000000""";"""13713703""";0;5130;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;06/03/2009;"""137030000000""";"""137030000000""";0;5000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;06/03/2009;"""137030000000""";"""137030000000""";0;4700;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;05/04/2009;"""137040000000""";"""137040000000""";0;5000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;05/04/2009;"""137040000000""";"""13713704""";0;5200;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;06/04/2009;"""137040000000""";"""137040000000""";0;5000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;06/04/2009;"""137040000000""";"""137040000000""";0;4900;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;07/05/2009;"""137050000000""";"""137050000000""";0;5000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;07/05/2009;"""137050000000""";"""13713705""";0;5280;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;08/05/2009;"""137050000000""";"""137050000000""";0;5000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;08/05/2009;"""137050000000""";"""137050000000""";0;4700;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;30/05/2009;"""137140000000""";"""13713714""";0;32000;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;30/05/2009;"""137140000000""";"""137140000000""";0;32000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";117;01/06/2009;"""137000000000""";"""137137137137""";0;13700;D;327,95;C;975.025.170-90;"JOSE GARCIA DE";1;1;4546;"""76018""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;01/06/2009;"""137140000000""";"""137140000000""";0;32000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;05/06/2009;"""137060000000""";"""137060000000""";0;5000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;05/06/2009;"""137060000000""";"""13713706""";0;5250;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;06/06/2009;"""137060000000""";"""137060000000""";0;5000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;06/06/2009;"""137060000000""";"""137060000000""";0;4600;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;06/07/2009;"""137070000000""";"""13713707""";0;5120;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;06/07/2009;"""137070000000""";"""137070000000""";0;5100;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;07/07/2009;"""137070000000""";"""137070000000""";0;5100;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;07/07/2009;"""137070000000""";"""137070000000""";0;4100;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;08/08/2009;"""137080000000""";"""13713708""";0;5110;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;08/08/2009;"""137080000000""";"""137080000000""";0;5100;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;09/08/2009;"""137080000000""";"""137080000000""";0;5100;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;09/08/2009;"""137080000000""";"""137080000000""";0;4100;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;05/09/2009;"""137090000000""";"""13713709""";0;5310;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;05/09/2009;"""137090000000""";"""137090000000""";0;5000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;06/09/2009;"""137090000000""";"""137090000000""";0;5000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;06/09/2009;"""137090000000""";"""137090000000""";0;4800;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;06/10/2009;"""137100000000""";"""137100000000""";0;5200;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;06/10/2009;"""137100000000""";"""13713710""";0;5210;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;08/10/2009;"""137100000000""";"""137100000000""";0;5200;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;08/10/2009;"""137100000000""";"""137100000000""";0;4200;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;05/11/2009;"""137110000000""";"""13713711""";0;5200;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;APLIC;106;05/11/2009;"""137110000000""";"""137110000000""";0;5000;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;RESGATE;206;06/11/2009;"""137110000000""";"""137110000000""";0;5000;C;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;SAQUE;114;06/11/2009;"""137110000000""";"""137110000000""";0;4900;D;327,95;C;;;;1;0;;;;;
009-MPRS-000451-59;1;"TESTE - BANCO DO BRASIL S.A.";00.000.001/xxxx-xx;4546;"""137137""";1;"CESIO LAZARO";490.637.660-68;"TRANSFERENCIA ON LINE";209;07/12/2009;"""137120000000""";"""13713712""";0;5290;C;327,95;C;87.455.531/0001-57;"PREFEITURA MUN PELOTAS";2;1;92;"""929292""";;;;
